mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,Teams,Total,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,Teams_opp,Total_opp,season,date,won
240.0,240.0,49.0,87.0,0.563,19.0,37.0,0.514,11.0,15.0,0.733,9.0,39.0,48.0,35.0,5.0,8.0,19.0,25.0,128.0,0.684,0.672,0.425,0.172,25.0,84.8,58.5,71.4,4.8,11.6,16.9,100.0,123.4,111.8,,12.0,21.0,1.0,8.0,14.0,1.0,6.0,7.0,1.0,6.0,9.0,11.0,11.0,2.0,2.0,4.0,5.0,38.0,34.1,17.0,1.0,1.0,0.833,0.5,35.5,32.6,28.5,41.2,2.9,4.4,66.7,31.9,169.0,117.0,0,GSW,128,1,240.0,240.0,43.0,92.0,0.467,8.0,23.0,0.348,22.0,29.0,0.759,7.0,27.0,34.0,27.0,8.0,3.0,10.0,22.0,116.0,,,0.554,0.511,0.25,0.315,15.2,75.0,41.5,62.8,7.7,6.0,8.7,100.0,111.8,123.4,,,12.0,27.0,0.75,3.0,7.0,0.667,7.0,9.0,1.0,2.0,9.0,10.0,12.0,3.0,2.0,4.0,5.0,33.0,21.6,-3.0,0.846,0.75,0.5,0.75,11.2,39.5,19.3,49.5,4.6,16.0,33.3,45.4,219.0,132.0,1,SAC,116,2016,2016-01-09,True
240.0,240.0,43.0,92.0,0.467,8.0,23.0,0.348,22.0,29.0,0.759,7.0,27.0,34.0,27.0,8.0,3.0,10.0,22.0,116.0,0.554,0.511,0.25,0.315,15.2,75.0,41.5,62.8,7.7,6.0,8.7,100.0,111.8,123.4,,12.0,27.0,0.75,3.0,7.0,0.667,7.0,9.0,1.0,2.0,9.0,10.0,12.0,3.0,2.0,4.0,5.0,33.0,21.6,-3.0,0.846,0.75,0.5,0.75,11.2,39.5,19.3,49.5,4.6,16.0,33.3,45.4,219.0,132.0,1,SAC,116,0,240.0,240.0,49.0,87.0,0.563,19.0,37.0,0.514,11.0,15.0,0.733,9.0,39.0,48.0,35.0,5.0,8.0,19.0,25.0,128.0,,,0.684,0.672,0.425,0.172,25.0,84.8,58.5,71.4,4.8,11.6,16.9,100.0,123.4,111.8,,,12.0,21.0,1.0,8.0,14.0,1.0,6.0,7.0,1.0,6.0,9.0,11.0,11.0,2.0,2.0,4.0,5.0,38.0,34.1,17.0,1.0,1.0,0.833,0.5,35.5,32.6,28.5,41.2,2.9,4.4,66.7,31.9,169.0,117.0,0,GSW,128,2016,2016-01-09,False
240.0,240.0,34.0,82.0,0.415,6.0,19.0,0.316,9.0,17.0,0.529,15.0,24.0,39.0,14.0,7.0,8.0,17.0,16.0,83.0,0.464,0.451,0.232,0.207,31.9,82.8,51.3,41.2,7.8,15.7,16.0,100.0,92.9,109.7,,11.0,17.0,0.688,2.0,6.0,0.667,2.0,6.0,1.0,5.0,6.0,11.0,4.0,2.0,4.0,4.0,5.0,24.0,20.3,-3.0,0.73,0.75,0.462,2.0,16.6,33.1,22.6,32.9,3.2,12.2,33.3,32.1,144.0,116.0,0,MIA,83,1,240.0,240.0,39.0,71.0,0.549,9.0,20.0,0.45,11.0,18.0,0.611,5.0,32.0,37.0,19.0,10.0,7.0,17.0,16.0,98.0,,,0.621,0.613,0.282,0.254,17.2,68.1,48.7,48.7,11.2,11.1,17.7,100.0,109.7,92.9,,,14.0,22.0,1.0,2.0,6.0,0.667,4.0,10.0,1.0,3.0,10.0,10.0,5.0,3.0,4.0,8.0,5.0,34.0,15.3,22.0,0.945,1.0,0.571,1.333,17.4,31.4,19.4,27.0,5.0,10.7,23.3,46.7,176.0,103.0,1,UTA,98,2016,2016-01-09,False
240.0,240.0,39.0,71.0,0.549,9.0,20.0,0.45,11.0,18.0,0.611,5.0,32.0,37.0,19.0,10.0,7.0,17.0,16.0,98.0,0.621,0.613,0.282,0.254,17.2,68.1,48.7,48.7,11.2,11.1,17.7,100.0,109.7,92.9,,14.0,22.0,1.0,2.0,6.0,0.667,4.0,10.0,1.0,3.0,10.0,10.0,5.0,3.0,4.0,8.0,5.0,34.0,15.3,22.0,0.945,1.0,0.571,1.333,17.4,31.4,19.4,27.0,5.0,10.7,23.3,46.7,176.0,103.0,1,UTA,98,0,240.0,240.0,34.0,82.0,0.415,6.0,19.0,0.316,9.0,17.0,0.529,15.0,24.0,39.0,14.0,7.0,8.0,17.0,16.0,83.0,,,0.464,0.451,0.232,0.207,31.9,82.8,51.3,41.2,7.8,15.7,16.0,100.0,92.9,109.7,,,11.0,17.0,0.688,2.0,6.0,0.667,2.0,6.0,1.0,5.0,6.0,11.0,4.0,2.0,4.0,4.0,5.0,24.0,20.3,-3.0,0.73,0.75,0.462,2.0,16.6,33.1,22.6,32.9,3.2,12.2,33.3,32.1,144.0,116.0,0,MIA,83,2016,2016-01-09,True
240.0,240.0,30.0,83.0,0.361,12.0,36.0,0.333,20.0,24.0,0.833,9.0,31.0,40.0,24.0,6.0,4.0,13.0,18.0,92.0,0.492,0.434,0.434,0.289,20.0,79.5,47.6,80.0,6.5,8.0,12.2,100.0,99.1,102.4,,6.0,14.0,1.0,3.0,7.0,1.0,4.0,5.0,1.0,4.0,7.0,8.0,7.0,3.0,1.0,3.0,4.0,15.0,12.3,10.0,1.418,1.5,1.0,0.667,13.7,29.0,15.4,35.0,6.2,5.7,22.5,26.9,267.0,112.0,0,CHO,92,1,240.0,240.0,32.0,77.0,0.416,12.0,27.0,0.444,19.0,23.0,0.826,8.0,36.0,44.0,25.0,7.0,7.0,15.0,20.0,95.0,,,0.545,0.494,0.351,0.299,20.5,80.0,52.4,78.1,7.5,14.9,14.7,100.0,102.4,99.1,,,7.0,18.0,1.0,3.0,8.0,1.0,11.0,13.0,1.0,4.0,7.0,8.0,9.0,2.0,2.0,4.0,4.0,27.0,17.5,9.0,1.5,1.5,1.0,0.722,35.4,32.3,28.8,67.1,3.8,13.9,25.4,36.4,280.0,106.0,1,DEN,95,2016,2016-01-10,False
240.0,240.0,32.0,77.0,0.416,12.0,27.0,0.444,19.0,23.0,0.826,8.0,36.0,44.0,25.0,7.0,7.0,15.0,20.0,95.0,0.545,0.494,0.351,0.299,20.5,80.0,52.4,78.1,7.5,14.9,14.7,100.0,102.4,99.1,,7.0,18.0,1.0,3.0,8.0,1.0,11.0,13.0,1.0,4.0,7.0,8.0,9.0,2.0,2.0,4.0,4.0,27.0,17.5,9.0,1.5,1.5,1.0,0.722,35.4,32.3,28.8,67.1,3.8,13.9,25.4,36.4,280.0,106.0,1,DEN,95,0,240.0,240.0,30.0,83.0,0.361,12.0,36.0,0.333,20.0,24.0,0.833,9.0,31.0,40.0,24.0,6.0,4.0,13.0,18.0,92.0,,,0.492,0.434,0.434,0.289,20.0,79.5,47.6,80.0,6.5,8.0,12.2,100.0,99.1,102.4,,,6.0,14.0,1.0,3.0,7.0,1.0,4.0,5.0,1.0,4.0,7.0,8.0,7.0,3.0,1.0,3.0,4.0,15.0,12.3,10.0,1.418,1.5,1.0,0.667,13.7,29.0,15.4,35.0,6.2,5.7,22.5,26.9,267.0,112.0,0,CHO,92,2016,2016-01-10,True
265.0,265.0,43.0,90.0,0.478,9.0,31.0,0.29,8.0,10.0,0.8,5.0,34.0,39.0,33.0,12.0,5.0,18.0,21.0,103.0,0.546,0.528,0.344,0.111,11.4,77.3,44.3,76.7,11.1,9.8,16.0,100.0,95.7,99.4,,7.0,17.0,0.75,3.0,10.0,0.5,3.0,3.0,1.0,2.0,6.0,7.0,13.0,7.0,2.0,4.0,4.0,20.0,19.5,3.0,0.77,0.75,0.818,0.333,20.7,28.8,20.7,49.1,8.6,8.1,26.7,44.0,143.0,111.0,0,IND,103,1,265.0,265.0,39.0,89.0,0.438,14.0,38.0,0.368,15.0,23.0,0.652,10.0,39.0,49.0,24.0,11.0,3.0,23.0,21.0,107.0,,,0.54,0.517,0.427,0.258,22.7,88.6,55.7,61.5,10.2,5.1,18.8,100.0,99.4,95.7,,,9.0,20.0,0.6,5.0,9.0,0.556,4.0,8.0,1.0,4.0,13.0,17.0,9.0,3.0,2.0,5.0,5.0,24.0,18.7,16.0,0.761,0.75,0.727,0.533,12.2,36.6,24.0,38.6,7.5,9.1,71.4,27.5,120.0,103.0,1,HOU,107,2016,2016-01-10,False
265.0,265.0,39.0,89.0,0.438,14.0,38.0,0.368,15.0,23.0,0.652,10.0,39.0,49.0,24.0,11.0,3.0,23.0,21.0,107.0,0.54,0.517,0.427,0.258,22.7,88.6,55.7,61.5,10.2,5.1,18.8,100.0,99.4,95.7,,9.0,20.0,0.6,5.0,9.0,0.556,4.0,8.0,1.0,4.0,13.0,17.0,9.0,3.0,2.0,5.0,5.0,24.0,18.7,16.0,0.761,0.75,0.727,0.533,12.2,36.6,24.0,38.6,7.5,9.1,71.4,27.5,120.0,103.0,1,HOU,107,0,265.0,265.0,43.0,90.0,0.478,9.0,31.0,0.29,8.0,10.0,0.8,5.0,34.0,39.0,33.0,12.0,5.0,18.0,21.0,103.0,,,0.546,0.528,0.344,0.111,11.4,77.3,44.3,76.7,11.1,9.8,16.0,100.0,95.7,99.4,,,7.0,17.0,0.75,3.0,10.0,0.5,3.0,3.0,1.0,2.0,6.0,7.0,13.0,7.0,2.0,4.0,4.0,20.0,19.5,3.0,0.77,0.75,0.818,0.333,20.7,28.8,20.7,49.1,8.6,8.1,26.7,44.0,143.0,111.0,0,IND,103,2016,2016-01-10,True
265.0,265.0,40.0,100.0,0.4,8.0,30.0,0.267,23.0,29.0,0.793,15.0,41.0,56.0,20.0,8.0,2.0,14.0,24.0,111.0,0.492,0.44,0.3,0.29,27.8,83.7,54.4,50.0,7.4,3.8,11.0,100.0,102.7,105.5,,11.0,27.0,0.6,2.0,6.0,0.4,6.0,8.0,1.0,3.0,9.0,11.0,7.0,3.0,1.0,5.0,5.0,29.0,19.8,9.0,0.712,0.6,1.0,1.5,13.8,37.4,21.8,32.4,8.0,2.6,18.2,38.7,162.0,113.0,0,NOP,111,1,265.0,265.0,42.0,89.0,0.472,12.0,36.0,0.333,18.0,34.0,0.529,8.0,39.0,47.0,26.0,8.0,3.0,14.0,24.0,114.0,,,0.548,0.539,0.404,0.382,16.3,72.2,45.6,61.9,7.4,4.3,11.9,100.0,105.5,102.7,,,10.0,18.0,1.0,3.0,11.0,1.0,6.0,10.0,1.0,2.0,9.0,11.0,11.0,5.0,2.0,3.0,5.0,25.0,24.9,14.0,1.5,1.5,1.0,1.667,11.8,53.7,33.8,50.7,7.2,3.6,50.0,28.1,168.0,113.0,1,LAC,114,2016,2016-01-10,False
265.0,265.0,42.0,89.0,0.472,12.0,36.0,0.333,18.0,34.0,0.529,8.0,39.0,47.0,26.0,8.0,3.0,14.0,24.0,114.0,0.548,0.539,0.404,0.382,16.3,72.2,45.6,61.9,7.4,4.3,11.9,100.0,105.5,102.7,,10.0,18.0,1.0,3.0,11.0,1.0,6.0,10.0,1.0,2.0,9.0,11.0,11.0,5.0,2.0,3.0,5.0,25.0,24.9,14.0,1.5,1.5,1.0,1.667,11.8,53.7,33.8,50.7,7.2,3.6,50.0,28.1,168.0,113.0,1,LAC,114,0,265.0,265.0,40.0,100.0,0.4,8.0,30.0,0.267,23.0,29.0,0.793,15.0,41.0,56.0,20.0,8.0,2.0,14.0,24.0,111.0,,,0.492,0.44,0.3,0.29,27.8,83.7,54.4,50.0,7.4,3.8,11.0,100.0,102.7,105.5,,,11.0,27.0,0.6,2.0,6.0,0.4,6.0,8.0,1.0,3.0,9.0,11.0,7.0,3.0,1.0,5.0,5.0,29.0,19.8,9.0,0.712,0.6,1.0,1.5,13.8,37.4,21.8,32.4,8.0,2.6,18.2,38.7,162.0,113.0,0,NOP,111,2016,2016-01-10,True
240.0,240.0,31.0,69.0,0.449,5.0,16.0,0.313,19.0,25.0,0.76,6.0,39.0,45.0,16.0,8.0,8.0,16.0,18.0,86.0,0.538,0.486,0.232,0.362,19.4,70.9,52.3,51.6,9.2,11.8,16.7,100.0,98.6,84.8,,10.0,21.0,1.0,2.0,6.0,1.0,4.0,8.0,1.0,2.0,9.0,9.0,4.0,2.0,3.0,3.0,6.0,25.0,14.6,18.0,1.087,1.0,0.545,4.0,17.5,30.1,22.1,27.4,5.0,7.1,42.0,41.2,139.0,100.0,0,UTA,86,1,240.0,240.0,29.0,89.0,0.326,3.0,21.0,0.143,13.0,15.0,0.867,16.0,25.0,41.0,15.0,9.0,4.0,11.0,22.0,74.0,,,0.387,0.343,0.236,0.169,29.1,80.6,47.7,51.7,10.3,7.5,10.3,100.0,84.8,98.6,,,6.0,19.0,0.5,1.0,8.0,0.25,7.0,9.0,1.0,5.0,6.0,11.0,6.0,4.0,1.0,6.0,6.0,18.0,11.8,2.0,0.5,0.5,0.8,0.529,14.2,34.7,18.2,60.6,5.9,6.5,33.3,37.4,108.0,109.0,1,LAL,74,2016,2016-01-10,True
240.0,240.0,29.0,89.0,0.326,3.0,21.0,0.143,13.0,15.0,0.867,16.0,25.0,41.0,15.0,9.0,4.0,11.0,22.0,74.0,0.387,0.343,0.236,0.169,29.1,80.6,47.7,51.7,10.3,7.5,10.3,100.0,84.8,98.6,,6.0,19.0,0.5,1.0,8.0,0.25,7.0,9.0,1.0,5.0,6.0,11.0,6.0,4.0,1.0,6.0,6.0,18.0,11.8,2.0,0.5,0.5,0.8,0.529,14.2,34.7,18.2,60.6,5.9,6.5,33.3,37.4,108.0,109.0,1,LAL,74,0,240.0,240.0,31.0,69.0,0.449,5.0,16.0,0.313,19.0,25.0,0.76,6.0,39.0,45.0,16.0,8.0,8.0,16.0,18.0,86.0,,,0.538,0.486,0.232,0.362,19.4,70.9,52.3,51.6,9.2,11.8,16.7,100.0,98.6,84.8,,,10.0,21.0,1.0,2.0,6.0,1.0,4.0,8.0,1.0,2.0,9.0,9.0,4.0,2.0,3.0,3.0,6.0,25.0,14.6,18.0,1.087,1.0,0.545,4.0,17.5,30.1,22.1,27.4,5.0,7.1,42.0,41.2,139.0,100.0,0,UTA,86,2016,2016-01-10,False
240.0,240.0,37.0,88.0,0.42,7.0,22.0,0.318,17.0,23.0,0.739,11.0,28.0,39.0,22.0,17.0,4.0,16.0,28.0,98.0,0.499,0.46,0.25,0.261,22.9,57.1,40.2,59.5,17.2,5.9,14.0,100.0,99.3,102.3,,11.0,19.0,0.833,4.0,8.0,1.0,9.0,9.0,1.0,4.0,7.0,9.0,8.0,5.0,3.0,3.0,5.0,35.0,30.8,7.0,0.81,0.917,0.545,1.0,16.9,22.3,15.9,58.5,10.2,9.6,60.0,32.8,149.0,112.0,0,BOS,98,1,240.0,240.0,31.0,84.0,0.369,4.0,16.0,0.25,35.0,40.0,0.875,21.0,37.0,58.0,12.0,8.0,9.0,21.0,23.0,101.0,,,0.497,0.393,0.19,0.476,42.9,77.1,59.8,38.7,8.1,13.6,17.1,100.0,102.3,99.3,,,8.0,17.0,1.0,1.0,5.0,1.0,11.0,13.0,1.0,8.0,9.0,13.0,4.0,2.0,3.0,5.0,4.0,25.0,24.4,18.0,1.042,1.0,1.0,2.0,20.6,24.8,16.9,22.2,3.1,10.9,41.0,23.2,144.0,109.0,1,MEM,101,2016,2016-01-10,False
240.0,240.0,31.0,84.0,0.369,4.0,16.0,0.25,35.0,40.0,0.875,21.0,37.0,58.0,12.0,8.0,9.0,21.0,23.0,101.0,0.497,0.393,0.19,0.476,42.9,77.1,59.8,38.7,8.1,13.6,17.1,100.0,102.3,99.3,,8.0,17.0,1.0,1.0,5.0,1.0,11.0,13.0,1.0,8.0,9.0,13.0,4.0,2.0,3.0,5.0,4.0,25.0,24.4,18.0,1.042,1.0,1.0,2.0,20.6,24.8,16.9,22.2,3.1,10.9,41.0,23.2,144.0,109.0,1,MEM,101,0,240.0,240.0,37.0,88.0,0.42,7.0,22.0,0.318,17.0,23.0,0.739,11.0,28.0,39.0,22.0,17.0,4.0,16.0,28.0,98.0,,,0.499,0.46,0.25,0.261,22.9,57.1,40.2,59.5,17.2,5.9,14.0,100.0,99.3,102.3,,,11.0,19.0,0.833,4.0,8.0,1.0,9.0,9.0,1.0,4.0,7.0,9.0,8.0,5.0,3.0,3.0,5.0,35.0,30.8,7.0,0.81,0.917,0.545,1.0,16.9,22.3,15.9,58.5,10.2,9.6,60.0,32.8,149.0,112.0,0,BOS,98,2016,2016-01-10,True
240.0,240.0,36.0,77.0,0.468,6.0,20.0,0.3,15.0,21.0,0.714,11.0,28.0,39.0,20.0,7.0,3.0,15.0,19.0,93.0,0.539,0.506,0.26,0.273,28.9,71.8,50.6,55.6,7.8,4.8,14.8,100.0,104.1,97.4,,12.0,22.0,0.857,4.0,7.0,1.0,5.0,6.0,1.0,6.0,6.0,11.0,4.0,2.0,1.0,4.0,4.0,29.0,22.2,14.0,0.841,0.929,0.625,1.5,23.6,36.3,21.4,44.0,5.8,5.6,100.0,34.2,145.0,108.0,0,DAL,93,1,240.0,240.0,33.0,79.0,0.418,4.0,16.0,0.25,17.0,22.0,0.773,11.0,27.0,38.0,23.0,8.0,2.0,17.0,25.0,87.0,,,0.491,0.443,0.203,0.278,28.2,71.1,49.4,69.7,9.0,3.5,16.1,100.0,97.4,104.1,,,8.0,19.0,1.0,2.0,4.0,1.0,5.0,8.0,1.0,4.0,6.0,7.0,8.0,3.0,2.0,3.0,4.0,21.0,14.5,11.0,1.5,1.5,1.0,1.0,26.2,22.6,23.2,62.2,4.9,6.7,66.7,39.4,282.0,116.0,1,MIN,87,2016,2016-01-10,True
240.0,240.0,33.0,79.0,0.418,4.0,16.0,0.25,17.0,22.0,0.773,11.0,27.0,38.0,23.0,8.0,2.0,17.0,25.0,87.0,0.491,0.443,0.203,0.278,28.2,71.1,49.4,69.7,9.0,3.5,16.1,100.0,97.4,104.1,,8.0,19.0,1.0,2.0,4.0,1.0,5.0,8.0,1.0,4.0,6.0,7.0,8.0,3.0,2.0,3.0,4.0,21.0,14.5,11.0,1.5,1.5,1.0,1.0,26.2,22.6,23.2,62.2,4.9,6.7,66.7,39.4,282.0,116.0,1,MIN,87,0,240.0,240.0,36.0,77.0,0.468,6.0,20.0,0.3,15.0,21.0,0.714,11.0,28.0,39.0,20.0,7.0,3.0,15.0,19.0,93.0,,,0.539,0.506,0.26,0.273,28.9,71.8,50.6,55.6,7.8,4.8,14.8,100.0,104.1,97.4,,,12.0,22.0,0.857,4.0,7.0,1.0,5.0,6.0,1.0,6.0,6.0,11.0,4.0,2.0,1.0,4.0,4.0,29.0,22.2,14.0,0.841,0.929,0.625,1.5,23.6,36.3,21.4,44.0,5.8,5.6,100.0,34.2,145.0,108.0,0,DAL,93,2016,2016-01-10,False
240.0,240.0,32.0,80.0,0.4,3.0,13.0,0.231,21.0,30.0,0.7,14.0,28.0,42.0,19.0,7.0,4.0,12.0,16.0,88.0,0.472,0.419,0.163,0.375,31.1,70.0,49.4,59.4,7.9,6.7,11.4,100.0,99.6,113.1,,11.0,16.0,0.688,2.0,4.0,0.667,7.0,10.0,1.0,4.0,9.0,10.0,6.0,2.0,1.0,3.0,3.0,28.0,24.7,9.0,0.734,0.688,0.5,0.667,54.4,43.6,28.8,43.0,9.3,9.1,25.0,30.4,151.0,124.0,0,MIL,88,1,240.0,240.0,39.0,84.0,0.464,7.0,24.0,0.292,15.0,18.0,0.833,12.0,31.0,43.0,25.0,5.0,7.0,12.0,21.0,100.0,,,0.544,0.506,0.286,0.214,30.0,68.9,50.6,64.1,5.7,10.4,11.5,100.0,113.1,99.6,,,10.0,16.0,0.667,2.0,5.0,0.667,5.0,5.0,1.0,4.0,7.0,10.0,8.0,3.0,5.0,4.0,6.0,24.0,25.1,34.0,0.765,0.8,0.6,0.625,17.6,51.2,27.1,40.3,5.7,11.9,23.9,26.0,149.0,109.0,1,NYK,100,2016,2016-01-10,False
240.0,240.0,39.0,84.0,0.464,7.0,24.0,0.292,15.0,18.0,0.833,12.0,31.0,43.0,25.0,5.0,7.0,12.0,21.0,100.0,0.544,0.506,0.286,0.214,30.0,68.9,50.6,64.1,5.7,10.4,11.5,100.0,113.1,99.6,,10.0,16.0,0.667,2.0,5.0,0.667,5.0,5.0,1.0,4.0,7.0,10.0,8.0,3.0,5.0,4.0,6.0,24.0,25.1,34.0,0.765,0.8,0.6,0.625,17.6,51.2,27.1,40.3,5.7,11.9,23.9,26.0,149.0,109.0,1,NYK,100,0,240.0,240.0,32.0,80.0,0.4,3.0,13.0,0.231,21.0,30.0,0.7,14.0,28.0,42.0,19.0,7.0,4.0,12.0,16.0,88.0,,,0.472,0.419,0.163,0.375,31.1,70.0,49.4,59.4,7.9,6.7,11.4,100.0,99.6,113.1,,,11.0,16.0,0.688,2.0,4.0,0.667,7.0,10.0,1.0,4.0,9.0,10.0,6.0,2.0,1.0,3.0,3.0,28.0,24.7,9.0,0.734,0.688,0.5,0.667,54.4,43.6,28.8,43.0,9.3,9.1,25.0,30.4,151.0,124.0,0,MIL,88,2016,2016-01-10,True
240.0,240.0,35.0,90.0,0.389,9.0,32.0,0.281,16.0,23.0,0.696,13.0,38.0,51.0,20.0,9.0,2.0,11.0,16.0,95.0,0.474,0.439,0.356,0.256,24.1,84.4,51.5,57.1,9.3,3.4,9.9,100.0,98.6,88.2,,15.0,22.0,0.682,4.0,12.0,0.6,6.0,8.0,1.0,7.0,11.0,15.0,9.0,2.0,1.0,3.0,5.0,37.0,34.8,18.0,0.751,0.75,0.667,1.6,20.0,31.6,21.8,75.1,4.0,4.9,20.0,31.4,150.0,97.0,0,CLE,95,1,240.0,240.0,35.0,77.0,0.455,6.0,18.0,0.333,9.0,19.0,0.474,7.0,41.0,48.0,22.0,6.0,7.0,19.0,18.0,85.0,,,0.498,0.494,0.234,0.247,15.6,75.9,48.5,62.9,6.2,12.1,18.2,100.0,88.2,98.6,,,9.0,21.0,0.75,2.0,5.0,1.0,3.0,5.0,1.0,2.0,8.0,9.0,10.0,2.0,3.0,5.0,5.0,21.0,15.6,2.0,1.0,1.0,1.0,0.667,7.1,22.0,12.9,48.0,10.2,7.2,36.4,32.9,149.0,107.0,1,PHI,85,2016,2016-01-10,True
240.0,240.0,35.0,77.0,0.455,6.0,18.0,0.333,9.0,19.0,0.474,7.0,41.0,48.0,22.0,6.0,7.0,19.0,18.0,85.0,0.498,0.494,0.234,0.247,15.6,75.9,48.5,62.9,6.2,12.1,18.2,100.0,88.2,98.6,,9.0,21.0,0.75,2.0,5.0,1.0,3.0,5.0,1.0,2.0,8.0,9.0,10.0,2.0,3.0,5.0,5.0,21.0,15.6,2.0,1.0,1.0,1.0,0.667,7.1,22.0,12.9,48.0,10.2,7.2,36.4,32.9,149.0,107.0,1,PHI,85,0,240.0,240.0,35.0,90.0,0.389,9.0,32.0,0.281,16.0,23.0,0.696,13.0,38.0,51.0,20.0,9.0,2.0,11.0,16.0,95.0,,,0.474,0.439,0.356,0.256,24.1,84.4,51.5,57.1,9.3,3.4,9.9,100.0,98.6,88.2,,,15.0,22.0,0.682,4.0,12.0,0.6,6.0,8.0,1.0,7.0,11.0,15.0,9.0,2.0,1.0,3.0,5.0,37.0,34.8,18.0,0.751,0.75,0.667,1.6,20.0,31.6,21.8,75.1,4.0,4.9,20.0,31.4,150.0,97.0,0,CLE,95,2016,2016-01-10,False
240.0,240.0,37.0,76.0,0.487,10.0,21.0,0.476,26.0,36.0,0.722,8.0,34.0,42.0,23.0,8.0,6.0,19.0,16.0,110.0,0.599,0.553,0.276,0.474,20.0,63.0,44.7,62.2,8.0,10.7,17.1,100.0,109.6,114.6,,10.0,23.0,1.0,4.0,6.0,1.0,9.0,11.0,1.0,3.0,8.0,10.0,15.0,3.0,3.0,4.0,6.0,28.0,23.9,4.0,1.0,1.0,0.667,2.0,18.7,27.7,23.9,66.8,5.1,8.3,44.4,31.5,141.0,128.0,0,OKC,110,1,240.0,240.0,42.0,100.0,0.42,19.0,44.0,0.432,12.0,14.0,0.857,20.0,32.0,52.0,27.0,7.0,4.0,17.0,28.0,115.0,,,0.542,0.515,0.44,0.14,37.0,80.0,55.3,64.3,7.0,7.3,13.8,100.0,114.6,109.6,,,9.0,23.0,0.667,8.0,14.0,1.0,5.0,6.0,1.0,6.0,6.0,11.0,9.0,2.0,1.0,7.0,5.0,31.0,23.8,8.0,0.751,0.722,0.833,0.333,20.4,25.9,21.1,37.8,6.9,6.3,25.3,29.0,181.0,117.0,1,POR,115,2016,2016-01-10,False
240.0,240.0,42.0,100.0,0.42,19.0,44.0,0.432,12.0,14.0,0.857,20.0,32.0,52.0,27.0,7.0,4.0,17.0,28.0,115.0,0.542,0.515,0.44,0.14,37.0,80.0,55.3,64.3,7.0,7.3,13.8,100.0,114.6,109.6,,9.0,23.0,0.667,8.0,14.0,1.0,5.0,6.0,1.0,6.0,6.0,11.0,9.0,2.0,1.0,7.0,5.0,31.0,23.8,8.0,0.751,0.722,0.833,0.333,20.4,25.9,21.1,37.8,6.9,6.3,25.3,29.0,181.0,117.0,1,POR,115,0,240.0,240.0,37.0,76.0,0.487,10.0,21.0,0.476,26.0,36.0,0.722,8.0,34.0,42.0,23.0,8.0,6.0,19.0,16.0,110.0,,,0.599,0.553,0.276,0.474,20.0,63.0,44.7,62.2,8.0,10.7,17.1,100.0,109.6,114.6,,,10.0,23.0,1.0,4.0,6.0,1.0,9.0,11.0,1.0,3.0,8.0,10.0,15.0,3.0,3.0,4.0,6.0,28.0,23.9,4.0,1.0,1.0,0.667,2.0,18.7,27.7,23.9,66.8,5.1,8.3,44.4,31.5,141.0,128.0,0,OKC,110,2016,2016-01-10,True
