mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,Teams,Total,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,Teams_opp,Total_opp,season,date,won
240.0,240.0,28.0,87.0,0.322,9.0,32.0,0.281,12.0,14.0,0.857,12.0,29.0,41.0,18.0,6.0,6.0,10.0,11.0,77.0,0.413,0.374,0.368,0.161,23.1,82.9,47.1,64.3,6.7,10.9,9.7,100.0,86.4,99.8,,5.0,15.0,0.5,4.0,10.0,0.5,6.0,6.0,1.0,4.0,7.0,8.0,4.0,3.0,2.0,2.0,3.0,17.0,14.9,3.0,0.625,0.625,1.0,0.4,15.2,95.7,38.5,44.9,4.8,6.3,20.0,32.5,120.0,109.0,1,BOS,77,0,240.0,240.0,36.0,78.0,0.462,8.0,23.0,0.348,9.0,10.0,0.9,6.0,40.0,46.0,17.0,5.0,7.0,16.0,17.0,89.0,,,0.54,0.513,0.295,0.128,17.1,76.9,52.9,47.2,5.6,12.7,16.3,100.0,99.8,86.4,,,10.0,20.0,0.8,3.0,7.0,1.0,4.0,4.0,1.0,3.0,10.0,10.0,5.0,2.0,3.0,6.0,4.0,24.0,17.9,20.0,0.833,0.833,0.75,0.25,11.5,38.2,22.9,29.4,3.1,10.8,25.0,38.7,165.0,101.0,0,CLE,89,2016,2015-12-15,False
240.0,240.0,40.0,85.0,0.471,4.0,13.0,0.308,11.0,20.0,0.55,12.0,26.0,38.0,23.0,7.0,7.0,11.0,20.0,95.0,0.506,0.494,0.153,0.235,26.1,59.1,42.2,57.5,7.6,11.3,10.5,100.0,103.6,123.2,,9.0,18.0,1.0,2.0,5.0,0.5,4.0,6.0,1.0,4.0,6.0,8.0,5.0,2.0,4.0,3.0,4.0,19.0,15.9,3.0,1.0,1.0,1.0,0.667,20.9,29.2,18.7,28.7,14.0,13.0,50.0,28.7,200.0,134.0,0,MIL,95,1,240.0,240.0,41.0,89.0,0.461,10.0,27.0,0.37,21.0,25.0,0.84,18.0,34.0,52.0,26.0,7.0,3.0,14.0,18.0,113.0,,,0.565,0.517,0.303,0.281,40.9,73.9,57.8,63.4,7.6,4.2,12.3,100.0,123.2,103.6,,,7.0,15.0,1.0,3.0,7.0,0.5,7.0,7.0,1.0,6.0,8.0,14.0,7.0,3.0,2.0,4.0,4.0,22.0,20.0,23.0,1.0,1.0,1.0,0.778,60.1,57.4,58.7,38.5,5.3,6.0,50.0,46.4,213.0,112.0,1,LAL,113,2016,2015-12-15,False
240.0,240.0,41.0,89.0,0.461,10.0,27.0,0.37,21.0,25.0,0.84,18.0,34.0,52.0,26.0,7.0,3.0,14.0,18.0,113.0,0.565,0.517,0.303,0.281,40.9,73.9,57.8,63.4,7.6,4.2,12.3,100.0,123.2,103.6,,7.0,15.0,1.0,3.0,7.0,0.5,7.0,7.0,1.0,6.0,8.0,14.0,7.0,3.0,2.0,4.0,4.0,22.0,20.0,23.0,1.0,1.0,1.0,0.778,60.1,57.4,58.7,38.5,5.3,6.0,50.0,46.4,213.0,112.0,1,LAL,113,0,240.0,240.0,40.0,85.0,0.471,4.0,13.0,0.308,11.0,20.0,0.55,12.0,26.0,38.0,23.0,7.0,7.0,11.0,20.0,95.0,,,0.506,0.494,0.153,0.235,26.1,59.1,42.2,57.5,7.6,11.3,10.5,100.0,103.6,123.2,,,9.0,18.0,1.0,2.0,5.0,0.5,4.0,6.0,1.0,4.0,6.0,8.0,5.0,2.0,4.0,3.0,4.0,19.0,15.9,3.0,1.0,1.0,1.0,0.667,20.9,29.2,18.7,28.7,14.0,13.0,50.0,28.7,200.0,134.0,0,MIL,95,2016,2015-12-15,True
240.0,240.0,41.0,73.0,0.562,10.0,18.0,0.556,20.0,27.0,0.741,10.0,29.0,39.0,24.0,9.0,6.0,15.0,26.0,112.0,0.66,0.63,0.247,0.37,32.3,74.4,55.7,58.5,10.2,9.0,15.0,100.0,127.3,113.7,,7.0,12.0,0.8,5.0,6.0,1.0,8.0,11.0,1.0,3.0,7.0,10.0,5.0,2.0,3.0,3.0,5.0,19.0,18.1,12.0,1.056,1.056,1.0,1.571,16.4,46.2,30.0,25.7,7.1,7.6,33.3,26.7,178.0,124.0,0,DEN,112,1,240.0,240.0,36.0,77.0,0.468,4.0,10.0,0.4,24.0,31.0,0.774,10.0,21.0,31.0,21.0,6.0,6.0,10.0,24.0,100.0,,,0.552,0.494,0.13,0.403,25.6,67.7,44.3,58.3,6.8,10.9,9.9,100.0,113.7,127.3,,,9.0,18.0,1.0,2.0,3.0,1.0,8.0,8.0,1.0,4.0,7.0,9.0,9.0,2.0,2.0,3.0,4.0,23.0,20.0,6.0,1.0,1.0,0.5,1.143,17.6,47.0,26.8,47.9,4.8,6.2,25.4,42.6,200.0,137.0,1,MIN,100,2016,2015-12-15,True
240.0,240.0,36.0,77.0,0.468,4.0,10.0,0.4,24.0,31.0,0.774,10.0,21.0,31.0,21.0,6.0,6.0,10.0,24.0,100.0,0.552,0.494,0.13,0.403,25.6,67.7,44.3,58.3,6.8,10.9,9.9,100.0,113.7,127.3,,9.0,18.0,1.0,2.0,3.0,1.0,8.0,8.0,1.0,4.0,7.0,9.0,9.0,2.0,2.0,3.0,4.0,23.0,20.0,6.0,1.0,1.0,0.5,1.143,17.6,47.0,26.8,47.9,4.8,6.2,25.4,42.6,200.0,137.0,1,MIN,100,0,240.0,240.0,41.0,73.0,0.562,10.0,18.0,0.556,20.0,27.0,0.741,10.0,29.0,39.0,24.0,9.0,6.0,15.0,26.0,112.0,,,0.66,0.63,0.247,0.37,32.3,74.4,55.7,58.5,10.2,9.0,15.0,100.0,127.3,113.7,,,7.0,12.0,0.8,5.0,6.0,1.0,8.0,11.0,1.0,3.0,7.0,10.0,5.0,2.0,3.0,3.0,5.0,19.0,18.1,12.0,1.056,1.056,1.0,1.571,16.4,46.2,30.0,25.7,7.1,7.6,33.3,26.7,178.0,124.0,0,DEN,112,2016,2015-12-15,False
240.0,240.0,34.0,82.0,0.415,12.0,39.0,0.308,17.0,23.0,0.739,7.0,29.0,36.0,22.0,17.0,3.0,22.0,28.0,97.0,0.526,0.488,0.476,0.28,15.6,76.3,43.4,64.7,16.1,5.9,19.3,100.0,91.8,101.2,,10.0,18.0,0.667,4.0,8.0,0.5,9.0,12.0,1.0,3.0,6.0,9.0,6.0,3.0,1.0,7.0,5.0,33.0,23.1,7.0,0.709,0.667,0.8,0.667,23.8,56.4,38.7,60.1,9.5,7.0,53.2,69.8,124.0,113.0,0,HOU,97,1,240.0,240.0,38.0,75.0,0.507,11.0,24.0,0.458,20.0,29.0,0.69,9.0,38.0,47.0,25.0,13.0,3.0,29.0,19.0,107.0,,,0.61,0.58,0.32,0.387,23.7,84.4,56.6,65.8,12.3,7.0,24.8,100.0,101.2,91.8,,,8.0,17.0,0.75,3.0,7.0,1.0,10.0,14.0,1.0,3.0,11.0,13.0,13.0,6.0,1.0,8.0,5.0,26.0,18.3,17.0,0.864,0.864,1.0,1.0,13.5,35.5,21.4,49.2,7.8,6.0,45.9,45.2,123.0,103.0,1,SAC,107,2016,2015-12-15,False
240.0,240.0,38.0,75.0,0.507,11.0,24.0,0.458,20.0,29.0,0.69,9.0,38.0,47.0,25.0,13.0,3.0,29.0,19.0,107.0,0.61,0.58,0.32,0.387,23.7,84.4,56.6,65.8,12.3,7.0,24.8,100.0,101.2,91.8,,8.0,17.0,0.75,3.0,7.0,1.0,10.0,14.0,1.0,3.0,11.0,13.0,13.0,6.0,1.0,8.0,5.0,26.0,18.3,17.0,0.864,0.864,1.0,1.0,13.5,35.5,21.4,49.2,7.8,6.0,45.9,45.2,123.0,103.0,1,SAC,107,0,240.0,240.0,34.0,82.0,0.415,12.0,39.0,0.308,17.0,23.0,0.739,7.0,29.0,36.0,22.0,17.0,3.0,22.0,28.0,97.0,,,0.526,0.488,0.476,0.28,15.6,76.3,43.4,64.7,16.1,5.9,19.3,100.0,91.8,101.2,,,10.0,18.0,0.667,4.0,8.0,0.5,9.0,12.0,1.0,3.0,6.0,9.0,6.0,3.0,1.0,7.0,5.0,33.0,23.1,7.0,0.709,0.667,0.8,0.667,23.8,56.4,38.7,60.1,9.5,7.0,53.2,69.8,124.0,113.0,0,HOU,97,2016,2015-12-15,True
240.0,240.0,39.0,75.0,0.52,12.0,26.0,0.462,16.0,24.0,0.667,7.0,25.0,32.0,20.0,5.0,2.0,24.0,21.0,106.0,0.619,0.6,0.347,0.32,23.3,92.6,56.1,51.3,5.1,3.5,21.9,100.0,107.7,129.0,,7.0,12.0,0.75,6.0,8.0,1.0,5.0,6.0,1.0,4.0,6.0,7.0,4.0,2.0,2.0,4.0,4.0,24.0,15.1,15.0,0.845,0.833,0.667,0.5,23.5,71.6,33.9,42.2,3.6,6.2,100.0,45.6,149.0,134.0,0,PHI,106,1,240.0,240.0,48.0,78.0,0.615,10.0,21.0,0.476,21.0,24.0,0.875,2.0,23.0,25.0,32.0,11.0,7.0,12.0,21.0,127.0,,,0.717,0.679,0.269,0.308,7.4,76.7,43.9,66.7,11.2,14.3,11.9,100.0,129.0,107.7,,,8.0,13.0,0.875,2.0,4.0,1.0,6.0,7.0,1.0,1.0,7.0,7.0,7.0,3.0,2.0,4.0,5.0,21.0,19.8,25.0,0.948,0.938,0.8,0.875,13.0,45.7,24.1,40.9,6.4,8.5,42.4,41.9,179.0,118.0,1,ATL,127,2016,2015-12-16,False
240.0,240.0,48.0,78.0,0.615,10.0,21.0,0.476,21.0,24.0,0.875,2.0,23.0,25.0,32.0,11.0,7.0,12.0,21.0,127.0,0.717,0.679,0.269,0.308,7.4,76.7,43.9,66.7,11.2,14.3,11.9,100.0,129.0,107.7,,8.0,13.0,0.875,2.0,4.0,1.0,6.0,7.0,1.0,1.0,7.0,7.0,7.0,3.0,2.0,4.0,5.0,21.0,19.8,25.0,0.948,0.938,0.8,0.875,13.0,45.7,24.1,40.9,6.4,8.5,42.4,41.9,179.0,118.0,1,ATL,127,0,240.0,240.0,39.0,75.0,0.52,12.0,26.0,0.462,16.0,24.0,0.667,7.0,25.0,32.0,20.0,5.0,2.0,24.0,21.0,106.0,,,0.619,0.6,0.347,0.32,23.3,92.6,56.1,51.3,5.1,3.5,21.9,100.0,107.7,129.0,,,7.0,12.0,0.75,6.0,8.0,1.0,5.0,6.0,1.0,4.0,6.0,7.0,4.0,2.0,2.0,4.0,4.0,24.0,15.1,15.0,0.845,0.833,0.667,0.5,23.5,71.6,33.9,42.2,3.6,6.2,100.0,45.6,149.0,134.0,0,PHI,106,2016,2015-12-16,True
240.0,240.0,40.0,75.0,0.533,7.0,21.0,0.333,17.0,24.0,0.708,8.0,37.0,45.0,16.0,4.0,6.0,12.0,13.0,104.0,0.608,0.58,0.28,0.32,24.2,78.7,56.3,40.0,4.5,8.2,12.3,100.0,117.2,110.5,,13.0,17.0,1.0,3.0,6.0,1.0,6.0,8.0,0.833,5.0,8.0,13.0,5.0,2.0,3.0,3.0,4.0,28.0,23.3,11.0,1.1,1.1,0.6,0.857,24.7,27.7,26.4,22.9,4.5,6.5,50.0,34.1,217.0,118.0,0,MIA,104,1,240.0,240.0,42.0,89.0,0.472,4.0,16.0,0.25,10.0,14.0,0.714,10.0,25.0,35.0,24.0,6.0,3.0,6.0,18.0,98.0,,,0.515,0.494,0.18,0.157,21.3,75.8,43.8,57.1,6.8,5.6,5.9,100.0,110.5,117.2,,,12.0,16.0,1.0,2.0,6.0,1.0,7.0,8.0,1.0,3.0,6.0,7.0,10.0,3.0,2.0,2.0,4.0,25.0,21.4,7.0,1.025,1.0,0.75,0.571,53.3,53.7,31.3,41.3,6.1,21.9,18.2,28.5,210.0,124.0,1,BRK,98,2016,2015-12-16,True
240.0,240.0,42.0,89.0,0.472,4.0,16.0,0.25,10.0,14.0,0.714,10.0,25.0,35.0,24.0,6.0,3.0,6.0,18.0,98.0,0.515,0.494,0.18,0.157,21.3,75.8,43.8,57.1,6.8,5.6,5.9,100.0,110.5,117.2,,12.0,16.0,1.0,2.0,6.0,1.0,7.0,8.0,1.0,3.0,6.0,7.0,10.0,3.0,2.0,2.0,4.0,25.0,21.4,7.0,1.025,1.0,0.75,0.571,53.3,53.7,31.3,41.3,6.1,21.9,18.2,28.5,210.0,124.0,1,BRK,98,0,240.0,240.0,40.0,75.0,0.533,7.0,21.0,0.333,17.0,24.0,0.708,8.0,37.0,45.0,16.0,4.0,6.0,12.0,13.0,104.0,,,0.608,0.58,0.28,0.32,24.2,78.7,56.3,40.0,4.5,8.2,12.3,100.0,117.2,110.5,,,13.0,17.0,1.0,3.0,6.0,1.0,6.0,8.0,0.833,5.0,8.0,13.0,5.0,2.0,3.0,3.0,4.0,28.0,23.3,11.0,1.1,1.1,0.6,0.857,24.7,27.7,26.4,22.9,4.5,6.5,50.0,34.1,217.0,118.0,0,MIA,104,2016,2015-12-16,False
240.0,240.0,32.0,76.0,0.421,5.0,19.0,0.263,16.0,28.0,0.571,5.0,36.0,41.0,27.0,6.0,5.0,17.0,20.0,85.0,0.481,0.454,0.25,0.368,12.2,80.0,47.7,84.4,6.1,8.1,16.1,100.0,86.4,99.6,,8.0,14.0,0.727,2.0,8.0,1.0,4.0,8.0,1.0,2.0,11.0,11.0,7.0,2.0,1.0,3.0,4.0,18.0,20.0,2.0,0.818,0.818,0.571,1.6,12.7,39.3,20.6,37.6,3.6,8.4,25.8,39.2,142.0,106.0,0,MEM,85,1,240.0,240.0,38.0,86.0,0.442,9.0,24.0,0.375,13.0,19.0,0.684,9.0,36.0,45.0,22.0,5.0,6.0,15.0,17.0,98.0,,,0.519,0.494,0.279,0.221,20.0,87.8,52.3,57.9,5.1,10.5,13.7,100.0,99.6,86.4,,,10.0,22.0,0.667,4.0,8.0,1.0,4.0,4.0,1.0,3.0,13.0,14.0,5.0,2.0,2.0,3.0,4.0,24.0,17.3,10.0,0.833,0.833,1.0,1.0,17.2,45.5,23.4,31.0,6.9,5.0,25.8,31.2,165.0,93.0,1,CHI,98,2016,2015-12-16,False
240.0,240.0,38.0,86.0,0.442,9.0,24.0,0.375,13.0,19.0,0.684,9.0,36.0,45.0,22.0,5.0,6.0,15.0,17.0,98.0,0.519,0.494,0.279,0.221,20.0,87.8,52.3,57.9,5.1,10.5,13.7,100.0,99.6,86.4,,10.0,22.0,0.667,4.0,8.0,1.0,4.0,4.0,1.0,3.0,13.0,14.0,5.0,2.0,2.0,3.0,4.0,24.0,17.3,10.0,0.833,0.833,1.0,1.0,17.2,45.5,23.4,31.0,6.9,5.0,25.8,31.2,165.0,93.0,1,CHI,98,0,240.0,240.0,32.0,76.0,0.421,5.0,19.0,0.263,16.0,28.0,0.571,5.0,36.0,41.0,27.0,6.0,5.0,17.0,20.0,85.0,,,0.481,0.454,0.25,0.368,12.2,80.0,47.7,84.4,6.1,8.1,16.1,100.0,86.4,99.6,,,8.0,14.0,0.727,2.0,8.0,1.0,4.0,8.0,1.0,2.0,11.0,11.0,7.0,2.0,1.0,3.0,4.0,18.0,20.0,2.0,0.818,0.818,0.571,1.6,12.7,39.3,20.6,37.6,3.6,8.4,25.8,39.2,142.0,106.0,0,MEM,85,2016,2015-12-16,True
240.0,240.0,43.0,89.0,0.483,10.0,25.0,0.4,20.0,24.0,0.833,10.0,34.0,44.0,17.0,4.0,2.0,18.0,35.0,116.0,0.583,0.539,0.281,0.27,25.6,82.9,55.0,39.5,3.9,3.5,15.3,100.0,113.8,116.7,,12.0,20.0,0.714,3.0,5.0,0.75,11.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,4.0,6.0,38.0,29.4,13.0,0.9,0.9,1.0,0.571,18.3,34.1,22.3,31.8,3.0,5.1,100.0,46.2,145.0,122.0,0,BOS,116,1,240.0,240.0,38.0,78.0,0.487,11.0,21.0,0.524,32.0,43.0,0.744,7.0,29.0,36.0,13.0,5.0,4.0,12.0,22.0,119.0,,,0.614,0.558,0.269,0.551,17.1,74.4,45.0,34.2,4.9,6.3,11.0,100.0,116.7,113.8,,,10.0,16.0,0.625,3.0,5.0,1.0,8.0,10.0,1.0,4.0,8.0,12.0,3.0,2.0,2.0,4.0,3.0,31.0,26.0,19.0,0.9,0.9,0.8,1.0,13.6,34.9,20.8,22.7,2.7,5.0,20.0,78.3,186.0,121.0,1,DET,119,2016,2015-12-16,False
240.0,240.0,38.0,78.0,0.487,11.0,21.0,0.524,32.0,43.0,0.744,7.0,29.0,36.0,13.0,5.0,4.0,12.0,22.0,119.0,0.614,0.558,0.269,0.551,17.1,74.4,45.0,34.2,4.9,6.3,11.0,100.0,116.7,113.8,,10.0,16.0,0.625,3.0,5.0,1.0,8.0,10.0,1.0,4.0,8.0,12.0,3.0,2.0,2.0,4.0,3.0,31.0,26.0,19.0,0.9,0.9,0.8,1.0,13.6,34.9,20.8,22.7,2.7,5.0,20.0,78.3,186.0,121.0,1,DET,119,0,240.0,240.0,43.0,89.0,0.483,10.0,25.0,0.4,20.0,24.0,0.833,10.0,34.0,44.0,17.0,4.0,2.0,18.0,35.0,116.0,,,0.583,0.539,0.281,0.27,25.6,82.9,55.0,39.5,3.9,3.5,15.3,100.0,113.8,116.7,,,12.0,20.0,0.714,3.0,5.0,0.75,11.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,4.0,6.0,38.0,29.4,13.0,0.9,0.9,1.0,0.571,18.3,34.1,22.3,31.8,3.0,5.1,100.0,46.2,145.0,122.0,0,BOS,116,2016,2015-12-16,True
240.0,240.0,41.0,91.0,0.451,5.0,22.0,0.227,16.0,18.0,0.889,7.0,34.0,41.0,28.0,11.0,4.0,21.0,20.0,103.0,0.521,0.478,0.242,0.198,14.9,79.1,45.6,68.3,10.1,7.1,17.5,100.0,94.7,117.6,,9.0,16.0,0.692,3.0,5.0,0.6,6.0,6.0,1.0,2.0,6.0,8.0,8.0,3.0,2.0,5.0,3.0,24.0,18.7,15.0,0.838,0.808,0.75,1.0,7.3,46.5,22.2,55.2,8.8,4.8,33.3,32.8,212.0,127.0,0,PHO,103,1,240.0,240.0,46.0,88.0,0.523,15.0,32.0,0.469,21.0,27.0,0.778,9.0,40.0,49.0,32.0,12.0,4.0,17.0,17.0,128.0,,,0.641,0.608,0.364,0.307,20.9,85.1,54.4,69.6,11.0,5.8,14.5,100.0,117.6,94.7,,,15.0,22.0,1.0,8.0,13.0,0.667,5.0,6.0,1.0,4.0,11.0,12.0,10.0,5.0,1.0,3.0,5.0,43.0,35.9,42.0,1.0,1.0,0.625,0.857,18.6,74.7,39.0,40.4,7.1,5.2,77.3,39.8,200.0,103.0,1,GSW,128,2016,2015-12-16,False
240.0,240.0,46.0,88.0,0.523,15.0,32.0,0.469,21.0,27.0,0.778,9.0,40.0,49.0,32.0,12.0,4.0,17.0,17.0,128.0,0.641,0.608,0.364,0.307,20.9,85.1,54.4,69.6,11.0,5.8,14.5,100.0,117.6,94.7,,15.0,22.0,1.0,8.0,13.0,0.667,5.0,6.0,1.0,4.0,11.0,12.0,10.0,5.0,1.0,3.0,5.0,43.0,35.9,42.0,1.0,1.0,0.625,0.857,18.6,74.7,39.0,40.4,7.1,5.2,77.3,39.8,200.0,103.0,1,GSW,128,0,240.0,240.0,41.0,91.0,0.451,5.0,22.0,0.227,16.0,18.0,0.889,7.0,34.0,41.0,28.0,11.0,4.0,21.0,20.0,103.0,,,0.521,0.478,0.242,0.198,14.9,79.1,45.6,68.3,10.1,7.1,17.5,100.0,94.7,117.6,,,9.0,16.0,0.692,3.0,5.0,0.6,6.0,6.0,1.0,2.0,6.0,8.0,8.0,3.0,2.0,5.0,3.0,24.0,18.7,15.0,0.838,0.808,0.75,1.0,7.3,46.5,22.2,55.2,8.8,4.8,33.3,32.8,212.0,127.0,0,PHO,103,2016,2015-12-16,True
240.0,240.0,33.0,90.0,0.367,8.0,33.0,0.242,7.0,10.0,0.7,11.0,36.0,47.0,16.0,2.0,3.0,12.0,16.0,81.0,0.429,0.411,0.367,0.111,20.8,87.8,50.0,48.5,2.1,5.0,11.3,100.0,84.8,112.0,,6.0,16.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,6.0,8.0,14.0,6.0,1.0,2.0,3.0,3.0,16.0,10.5,4.0,1.33,1.5,1.0,2.0,25.6,44.2,33.7,39.0,1.9,6.3,25.0,39.7,270.0,117.0,0,DAL,81,1,240.0,240.0,43.0,89.0,0.483,11.0,29.0,0.379,10.0,17.0,0.588,5.0,42.0,47.0,28.0,9.0,4.0,8.0,17.0,107.0,,,0.555,0.545,0.326,0.191,12.2,79.2,50.0,65.1,9.4,7.0,7.7,100.0,112.0,84.8,,,7.0,18.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,2.0,10.0,10.0,7.0,2.0,1.0,3.0,3.0,20.0,15.6,18.0,1.25,1.25,0.692,2.0,34.1,57.2,32.3,70.5,3.8,4.6,33.3,31.9,250.0,98.0,1,IND,107,2016,2015-12-16,False
240.0,240.0,43.0,89.0,0.483,11.0,29.0,0.379,10.0,17.0,0.588,5.0,42.0,47.0,28.0,9.0,4.0,8.0,17.0,107.0,0.555,0.545,0.326,0.191,12.2,79.2,50.0,65.1,9.4,7.0,7.7,100.0,112.0,84.8,,7.0,18.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,2.0,10.0,10.0,7.0,2.0,1.0,3.0,3.0,20.0,15.6,18.0,1.25,1.25,0.692,2.0,34.1,57.2,32.3,70.5,3.8,4.6,33.3,31.9,250.0,98.0,1,IND,107,0,240.0,240.0,33.0,90.0,0.367,8.0,33.0,0.242,7.0,10.0,0.7,11.0,36.0,47.0,16.0,2.0,3.0,12.0,16.0,81.0,,,0.429,0.411,0.367,0.111,20.8,87.8,50.0,48.5,2.1,5.0,11.3,100.0,84.8,112.0,,,6.0,16.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,6.0,8.0,14.0,6.0,1.0,2.0,3.0,3.0,16.0,10.5,4.0,1.33,1.5,1.0,2.0,25.6,44.2,33.7,39.0,1.9,6.3,25.0,39.7,270.0,117.0,0,DAL,81,2016,2015-12-16,True
240.0,240.0,38.0,88.0,0.432,5.0,16.0,0.313,9.0,11.0,0.818,15.0,26.0,41.0,21.0,9.0,6.0,12.0,21.0,90.0,0.485,0.46,0.182,0.125,33.3,72.2,50.6,55.3,10.3,11.1,11.4,100.0,102.5,117.3,,8.0,18.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,4.0,9.0,11.0,6.0,3.0,3.0,4.0,5.0,17.0,14.9,7.0,0.676,0.75,0.5,0.545,20.4,35.4,22.7,25.7,15.1,12.7,33.3,27.0,147.0,130.0,0,MIL,90,1,240.0,240.0,36.0,75.0,0.48,11.0,21.0,0.524,20.0,24.0,0.833,10.0,30.0,40.0,25.0,7.0,4.0,16.0,10.0,103.0,,,0.602,0.553,0.28,0.32,27.8,66.7,49.4,69.4,8.0,5.6,15.8,100.0,117.3,102.5,,,7.0,13.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,3.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,21.0,20.4,17.0,1.014,1.0,0.667,0.667,21.7,29.0,25.7,44.7,6.3,7.2,40.3,29.6,215.0,111.0,1,LAC,103,2016,2015-12-16,False
240.0,240.0,36.0,75.0,0.48,11.0,21.0,0.524,20.0,24.0,0.833,10.0,30.0,40.0,25.0,7.0,4.0,16.0,10.0,103.0,0.602,0.553,0.28,0.32,27.8,66.7,49.4,69.4,8.0,5.6,15.8,100.0,117.3,102.5,,7.0,13.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,3.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,21.0,20.4,17.0,1.014,1.0,0.667,0.667,21.7,29.0,25.7,44.7,6.3,7.2,40.3,29.6,215.0,111.0,1,LAC,103,0,240.0,240.0,38.0,88.0,0.432,5.0,16.0,0.313,9.0,11.0,0.818,15.0,26.0,41.0,21.0,9.0,6.0,12.0,21.0,90.0,,,0.485,0.46,0.182,0.125,33.3,72.2,50.6,55.3,10.3,11.1,11.4,100.0,102.5,117.3,,,8.0,18.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,4.0,9.0,11.0,6.0,3.0,3.0,4.0,5.0,17.0,14.9,7.0,0.676,0.75,0.5,0.545,20.4,35.4,22.7,25.7,15.1,12.7,33.3,27.0,147.0,130.0,0,MIL,90,2016,2015-12-16,True
240.0,240.0,42.0,101.0,0.416,4.0,21.0,0.19,14.0,14.0,1.0,16.0,34.0,50.0,21.0,12.0,2.0,8.0,23.0,102.0,0.476,0.436,0.208,0.139,30.8,70.8,50.0,50.0,12.5,3.1,6.9,100.0,106.1,111.3,,11.0,22.0,0.667,2.0,5.0,1.0,7.0,7.0,1.0,5.0,7.0,11.0,12.0,8.0,1.0,2.0,4.0,25.0,22.4,11.0,0.709,0.667,1.0,0.318,15.6,35.5,24.3,44.4,11.8,2.1,9.2,31.7,143.0,123.0,0,MIN,102,1,240.0,240.0,37.0,85.0,0.435,8.0,21.0,0.381,25.0,30.0,0.833,14.0,36.0,50.0,28.0,2.0,10.0,15.0,17.0,107.0,,,0.545,0.482,0.247,0.353,29.2,69.2,50.0,75.7,2.1,12.5,13.3,100.0,111.3,106.1,,,9.0,15.0,1.0,3.0,6.0,1.0,8.0,9.0,1.0,3.0,12.0,15.0,9.0,1.0,7.0,4.0,5.0,29.0,22.6,13.0,1.0,1.0,1.0,1.0,14.8,31.8,20.7,43.1,1.6,14.4,57.1,27.6,209.0,117.0,1,NYK,107,2016,2015-12-16,False
